,transaction_id,user_id,genero,linea_tc,interes_tc,monto,fecha,hora,establecimiento,ciudad,status_txn,is_prime,dcto,cashback,fraude,anio,marca,proveedor
7587,7588,119,M,34000,42,717.24,10/01/20,8,Compra en línea,Tijuana,Aceptada,False,0.0,21.52,False,2017,Apple,Telcel
7588,7589,186,M,54000,48,437.82,10/01/20,8,Tienda departamental,Ciudad de México,Rechazada,False,0.0,21.89,False,2020,Samsung,Telcel
7589,7590,294,M,47000,42,215.55,10/01/20,8,Unknown,Cancún,Rechazada,False,10.78,6.47,False,2018,Huawei,Telcel
7590,7591,332,M,89000,38,355.91,10/01/20,8,Unknown,Tijuana,En proceso,False,0.0,10.68,False,2017,Huawei,Telcel
7591,7592,480,F,78000,57,552.23,10/01/20,8,Farmacia,Monterrey,Aceptada,False,0.0,27.61,False,2019,Samsung,Telcel
7592,7593,555,F,37000,32,373.12,10/01/20,8,Tienda departamental,Ciudad de México,Aceptada,False,0.0,11.19,False,2020,Huawei,Telcel
7593,7594,772,M,76000,38,301.5,10/01/20,8,Tienda departamental,Nezahualcóyotl,Aceptada,False,15.08,9.05,False,2018,Samsung,Telcel
7594,7595,785,F,46000,51,612.29,10/01/20,8,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,18.37,False,2021,Apple,ATT
7595,7596,835,M,26000,55,992.39,10/01/20,8,Tienda departamental,Guadalajara,En proceso,False,0.0,49.62,False,2018,Samsung,ATT
7596,7597,875,F,81000,61,666.75,10/01/20,8,Abarrotes,Monterrey,Aceptada,False,0.0,20.0,False,2020,Huawei,Movistar
7597,7598,907,F,86000,32,485.67,10/01/20,8,Farmacia,Ciudad de México,Aceptada,False,0.0,14.57,False,2021,Samsung,ATT
7598,7599,1070,F,89000,39,203.87,10/01/20,8,Abarrotes,Nezahualcóyotl,Aceptada,False,10.19,6.12,False,2020,Huawei,Telcel
7599,7600,1217,N,32000,40,533.38,10/01/20,8,Unknown,Monterrey,En proceso,True,0.0,16.0,False,2021,Huawei,Telcel
7600,7601,1413,M,87000,36,707.63,10/01/20,8,Tienda departamental,Monterrey,Aceptada,False,0.0,21.23,False,2021,Samsung,Telcel
7601,7602,1424,F,45000,60,77.41,10/01/20,8,Compra en línea,Toluca,En proceso,False,3.87,2.32,False,2019,Huawei,Telcel
7602,7603,1617,F,98000,61,248.95,10/01/20,8,Compra en línea,Ciudad de México,En proceso,False,0.0,7.47,False,2015,Huawei,ATT
7603,7604,2110,F,46000,53,892.84,10/01/20,8,Supermercado,Guadalajara,En proceso,False,0.0,26.79,False,2021,Huawei,Movistar
7604,7605,2192,F,69000,47,1033.19,10/01/20,8,Compra en línea,Guadalajara,Rechazada,False,51.66,51.66,False,2021,Samsung,ATT
7605,7606,2365,M,37000,49,283.17,10/01/20,8,Supermercado,Toluca,Rechazada,False,0.0,8.5,False,2013,Apple,Telcel
7606,7607,2530,F,58000,57,81.61,10/01/20,8,Compra en línea,Monterrey,Aceptada,False,0.0,2.45,False,2014,Huawei,Telcel
7607,7608,2535,N,45000,34,552.78,10/01/20,8,Unknown,Monterrey,Aceptada,False,0.0,16.58,False,2022,Apple,Movistar
7608,7609,2651,N,80000,36,800.74,10/01/20,8,Abarrotes,Ciudad de México,En proceso,False,0.0,24.02,False,2021,Motorola,ATT
7609,7610,2934,F,63000,61,565.33,10/01/20,8,Supermercado,Guadalajara,Aceptada,False,28.27,16.96,False,2018,Apple,Movistar
7610,7611,2939,M,47000,50,730.52,10/01/20,8,Compra en línea,Ciudad de México,Aceptada,False,0.0,21.92,False,2019,Huawei,Telcel
7611,7612,3121,F,98000,46,570.78,10/01/20,8,Compra en línea,Ciudad de México,Rechazada,False,0.0,17.12,False,2018,Motorola,Telcel
7612,7613,3257,F,44000,48,583.21,10/01/20,8,Tienda departamental,Monterrey,Aceptada,False,0.0,17.5,False,2020,Samsung,ATT
7613,7614,3463,F,74000,54,590.46,10/01/20,8,Farmacia,Tijuana,Aceptada,False,29.52,17.71,False,2015,Motorola,Telcel
7614,7615,3474,F,94000,49,985.06,10/01/20,8,Tienda departamental,Ciudad de México,Rechazada,False,0.0,29.55,False,2021,Samsung,Telcel
7615,7616,3685,F,88000,55,326.04,10/01/20,8,Unknown,Tijuana,En proceso,False,0.0,9.78,False,2019,Motorola,ATT
7616,7617,3695,N,33000,37,426.65,10/01/20,8,Farmacia,Guadalajara,Aceptada,False,21.33,12.8,False,2021,Motorola,ATT
7617,7618,3872,M,27000,51,289.01,10/01/20,8,Farmacia,Ciudad de México,En proceso,False,0.0,8.67,False,2019,Samsung,ATT
7618,7619,12,F,64000,45,362.48,10/01/20,9,Tienda departamental,Cancún,Aceptada,False,18.12,10.87,False,2019,Huawei,ATT
7619,7620,36,N,94000,42,511.49,10/01/20,9,Abarrotes,Ciudad de México,Rechazada,False,0.0,15.34,False,2021,Motorola,Telcel
7620,7621,128,M,99000,56,535.0,10/01/20,9,Farmacia,Monterrey,Aceptada,False,26.75,16.05,False,2019,Huawei,ATT
7621,7622,160,M,53000,62,402.37,10/01/20,9,Tienda departamental,Monterrey,Rechazada,False,0.0,12.07,False,2020,Samsung,Telcel
7622,7623,309,F,74000,32,552.55,10/01/20,9,Compra en línea,Toluca,Aceptada,False,0.0,38.68,False,2017,Apple,ATT
7623,7624,315,F,47000,45,32.39,10/01/20,9,Tienda departamental,Monterrey,Aceptada,False,1.62,0.97,False,2017,Huawei,Telcel
7624,7625,475,F,99000,38,653.91,10/01/20,9,Compra en línea,Guadalajara,Aceptada,False,0.0,32.7,False,2019,Apple,Telcel
7625,7626,541,M,31000,45,875.49,10/01/20,9,Tienda departamental,Ciudad de México,Rechazada,False,0.0,26.26,False,2016,Huawei,Telcel
7626,7627,626,F,60000,54,629.38,10/01/20,9,Supermercado,Ciudad de México,En proceso,False,0.0,18.88,False,2013,Motorola,ATT
7627,7628,736,F,68000,37,456.24,10/01/20,9,Compra en línea,Cancún,En proceso,True,0.0,13.69,False,2021,Samsung,Movistar
7628,7629,887,F,52000,38,1.0,10/01/20,9,Compra en línea,Tijuana,En proceso,False,0.0,0.03,False,2017,Apple,ATT
7629,7630,901,F,45000,45,430.67,10/01/20,9,Compra en línea,Ciudad de México,Aceptada,False,0.0,30.15,False,2017,Huawei,Movistar
7630,7631,945,F,69000,36,572.43,10/01/20,9,Tienda departamental,Guadalajara,Aceptada,True,0.0,17.17,False,2018,Motorola,Telcel
7631,7632,997,M,48000,55,325.03,10/01/20,9,Compra en línea,Nezahualcóyotl,En proceso,False,0.0,9.75,False,2020,Motorola,Telcel
7632,7633,1045,F,54000,40,572.98,10/01/20,9,Tienda departamental,Ciudad de México,Aceptada,False,0.0,17.19,False,2016,Huawei,ATT
7633,7634,1088,F,92000,61,711.84,10/01/20,9,Tienda departamental,Monterrey,Aceptada,False,0.0,21.36,False,2014,Samsung,Telcel
7634,7635,1131,F,65000,41,140.63,10/01/20,9,Farmacia,Monterrey,Aceptada,False,0.0,4.22,False,2020,Samsung,Telcel
7635,7636,1248,F,60000,58,205.52,10/01/20,9,Farmacia,Guadalajara,Aceptada,True,0.0,6.17,False,2020,Apple,ATT
7636,7637,1284,N,57000,53,946.32,10/01/20,9,Compra en línea,Nezahualcóyotl,En proceso,False,0.0,28.39,False,2019,Huawei,Telcel
7637,7638,1285,F,89000,56,641.47,10/01/20,9,Compra en línea,Guadalajara,Aceptada,False,0.0,19.24,False,2018,Motorola,ATT
7638,7639,1290,F,65000,34,816.73,10/01/20,9,Farmacia,Monterrey,Aceptada,False,0.0,24.5,False,2022,Samsung,ATT
7639,7640,1305,M,90000,42,808.98,10/01/20,9,Compra en línea,Guadalajara,En proceso,True,0.0,24.27,False,2021,Huawei,ATT
7640,7641,1328,F,99000,51,570.67,10/01/20,9,Tienda departamental,Monterrey,En proceso,False,28.53,17.12,False,2019,Apple,ATT
7641,7642,1605,M,98000,58,119.57,10/01/20,9,Supermercado,Ciudad de México,Aceptada,False,0.0,3.59,False,2018,Motorola,Movistar
7642,7643,1673,M,73000,34,445.55,10/01/20,9,Tienda departamental,Tijuana,Aceptada,False,0.0,13.37,False,2020,Motorola,ATT
7643,7644,1674,F,92000,51,503.11,10/01/20,9,Unknown,Nezahualcóyotl,En proceso,False,0.0,15.09,False,2020,Huawei,Movistar
7644,7645,1750,M,87000,52,404.62,10/01/20,9,Tienda departamental,Tijuana,Rechazada,False,0.0,12.14,False,2020,Samsung,Telcel
7645,7646,1974,M,28000,58,1161.83,10/01/20,9,Unknown,Guadalajara,Aceptada,False,0.0,81.33,True,2014,Samsung,Telcel
7646,7647,2058,F,82000,59,580.89,10/01/20,9,Tienda departamental,Cancún,En proceso,False,29.04,17.43,False,2020,Samsung,Telcel
7647,7648,2262,M,60000,36,464.09,10/01/20,9,Unknown,Ciudad de México,En proceso,False,0.0,13.92,False,2019,Huawei,Movistar
7648,7649,2370,M,69000,35,817.5,10/01/20,9,Tienda departamental,Guadalajara,Aceptada,True,0.0,24.53,False,2020,Apple,ATT
7649,7650,2382,F,31000,34,112.07,10/01/20,9,Unknown,Monterrey,Aceptada,True,0.0,3.36,False,2016,Motorola,ATT
7650,7651,2399,F,88000,35,1.0,10/01/20,9,Compra en línea,Guadalajara,Aceptada,False,0.0,0.03,False,2018,Apple,ATT
7651,7652,2445,M,81000,44,284.02,10/01/20,9,Farmacia,Nezahualcóyotl,Aceptada,False,0.0,8.52,False,2020,Samsung,Movistar
7652,7653,2495,F,89000,59,1050.15,10/01/20,9,Unknown,Monterrey,Aceptada,False,0.0,31.5,False,2018,Samsung,ATT
7653,7654,2624,M,87000,61,722.24,10/01/20,9,Supermercado,Cancún,En proceso,False,0.0,21.67,False,2017,Motorola,Movistar
7654,7655,2731,M,67000,54,286.42,10/01/20,9,Supermercado,Ciudad de México,Aceptada,False,0.0,8.59,False,2020,Huawei,ATT
7655,7656,2765,N,46000,37,393.66,10/01/20,9,Compra en línea,Guadalajara,Aceptada,False,0.0,11.81,False,2020,Apple,Movistar
7656,7657,2781,M,52000,43,222.2,10/01/20,9,Tienda departamental,Monterrey,Aceptada,False,0.0,6.67,False,2019,Motorola,Telcel
7657,7658,2962,M,54000,35,556.0,10/01/20,9,Farmacia,Ciudad de México,Aceptada,False,0.0,27.8,False,2018,Samsung,ATT
7658,7659,3064,M,98000,48,264.6,10/01/20,9,Farmacia,Guadalajara,Aceptada,False,0.0,7.94,False,2017,Motorola,ATT
7659,7660,3223,F,84000,37,437.05,10/01/20,9,Abarrotes,Monterrey,Aceptada,False,0.0,13.11,False,2021,Samsung,ATT
7660,7661,3255,M,66000,41,1057.2,10/01/20,9,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,31.72,False,2021,Motorola,Telcel
7661,7662,3274,M,49000,51,736.69,10/01/20,9,Unknown,Toluca,Aceptada,False,0.0,22.1,False,2020,Motorola,Telcel
7662,7663,3558,F,40000,50,564.08,10/01/20,9,Supermercado,Guadalajara,Rechazada,False,0.0,16.92,False,2021,Apple,Telcel
7663,7664,3626,F,75000,34,174.88,10/01/20,9,Compra en línea,Guadalajara,Rechazada,False,8.74,5.25,False,2020,Huawei,ATT
7664,7665,3667,F,87000,58,372.28,10/01/20,9,Farmacia,Guadalajara,En proceso,False,0.0,11.17,False,2018,Samsung,Telcel
7665,7666,3677,M,65000,33,340.64,10/01/20,9,Supermercado,Ciudad de México,Aceptada,False,0.0,10.22,False,2019,Samsung,ATT
7666,7667,3781,F,81000,48,370.41,10/01/20,9,Abarrotes,Ciudad de México,Aceptada,False,0.0,11.11,False,2021,Motorola,Telcel
7667,7668,3883,M,42000,34,850.83,10/01/20,9,Supermercado,Monterrey,Aceptada,False,0.0,25.52,False,2020,Samsung,Movistar
7668,7669,3959,M,70000,41,798.32,10/01/20,9,Supermercado,Ciudad de México,En proceso,False,0.0,23.95,False,2020,Samsung,ATT
7669,7670,3992,F,73000,51,76.53,10/01/20,9,Tienda departamental,Monterrey,Aceptada,False,3.83,2.3,False,2019,Motorola,Telcel
7670,7671,71,F,41000,42,311.97,10/01/20,10,Abarrotes,Nezahualcóyotl,Rechazada,False,15.6,9.36,False,2019,Motorola,Movistar
7671,7672,74,F,43000,38,331.99,10/01/20,10,Tienda departamental,Nezahualcóyotl,Aceptada,False,16.6,9.96,False,2020,Motorola,Movistar
7672,7673,88,M,72000,49,521.6,10/01/20,10,Tienda departamental,Tijuana,En proceso,False,0.0,15.65,False,2019,Apple,ATT
7673,7674,154,M,96000,44,372.43,10/01/20,10,Tienda departamental,Guadalajara,Aceptada,False,18.62,11.17,False,2018,Apple,ATT
7674,7675,170,F,96000,44,703.66,10/01/20,10,Tienda departamental,Monterrey,Aceptada,True,0.0,21.11,False,2016,Samsung,Telcel
7675,7676,179,M,93000,49,193.41,10/01/20,10,Supermercado,Monterrey,Aceptada,False,0.0,5.8,False,2017,Motorola,Telcel
7676,7677,320,F,38000,61,510.58,10/01/20,10,Compra en línea,Toluca,Aceptada,False,0.0,15.32,False,2021,Samsung,ATT
7677,7678,373,M,63000,48,864.68,10/01/20,10,Tienda departamental,Guadalajara,Aceptada,False,0.0,43.23,False,2016,Samsung,Telcel
7678,7679,421,F,95000,59,730.81,10/01/20,10,Tienda departamental,Nezahualcóyotl,Rechazada,True,36.54,21.92,False,2015,Huawei,Telcel
7679,7680,612,M,97000,57,635.98,10/01/20,10,Compra en línea,Tijuana,En proceso,False,0.0,19.08,False,2019,Samsung,Telcel
7680,7681,631,M,93000,37,548.88,10/01/20,10,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,16.47,False,2019,Samsung,Movistar
7681,7682,668,M,74000,47,417.81,10/01/20,10,Tienda departamental,Nezahualcóyotl,En proceso,False,0.0,12.53,False,2020,Motorola,Movistar
7682,7683,842,N,97000,44,763.99,10/01/20,10,Supermercado,Guadalajara,Aceptada,False,0.0,22.92,False,2021,Samsung,Telcel
7683,7684,879,M,34000,32,1.0,10/01/20,10,Supermercado,Toluca,Aceptada,False,0.0,0.03,False,2018,Motorola,ATT
7684,7685,887,F,52000,38,533.33,10/01/20,10,Tienda departamental,Tijuana,Aceptada,False,0.0,16.0,False,2021,Huawei,Telcel
7685,7686,991,F,94000,47,139.18,10/01/20,10,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,4.18,False,2016,Apple,Telcel
7686,7687,1004,F,62000,37,295.28,10/01/20,10,Supermercado,Nezahualcóyotl,Aceptada,False,0.0,8.86,False,2020,Samsung,Telcel
7687,7688,1009,M,44000,60,575.56,10/01/20,10,Abarrotes,Cancún,Aceptada,False,28.78,17.27,False,2020,Samsung,Movistar
7688,7689,1011,M,83000,60,628.15,10/01/20,10,Abarrotes,Monterrey,Rechazada,False,0.0,18.84,False,2019,Huawei,Telcel
7689,7690,1074,M,43000,51,775.62,10/01/20,10,Farmacia,Toluca,Rechazada,False,38.78,23.27,False,2019,Motorola,ATT
7690,7691,1088,F,92000,61,744.15,10/01/20,10,Unknown,Monterrey,En proceso,False,0.0,37.21,False,2018,Motorola,Movistar
7691,7692,1252,F,47000,52,421.87,10/01/20,10,Unknown,Nezahualcóyotl,Aceptada,False,0.0,12.66,False,2015,Motorola,Movistar
7692,7693,1405,M,55000,53,1.0,10/01/20,10,Tienda departamental,Guadalajara,Aceptada,False,0.05,0.03,False,2015,Motorola,Movistar
7693,7694,1457,F,87000,41,1018.6,10/01/20,10,Tienda departamental,Monterrey,Aceptada,False,0.0,30.56,False,2019,Huawei,Telcel
7694,7695,1486,F,28000,62,979.24,10/01/20,10,Tienda departamental,Cancún,Aceptada,False,48.96,29.38,False,2021,Huawei,Telcel
7695,7696,1565,F,99000,33,671.1,10/01/20,10,Tienda departamental,Ciudad de México,Aceptada,False,0.0,20.13,False,2015,Samsung,Telcel
7696,7697,1627,F,66000,46,791.32,10/01/20,10,Tienda departamental,Nezahualcóyotl,En proceso,False,0.0,23.74,False,2022,Apple,Telcel
7697,7698,1783,F,77000,48,310.62,10/01/20,10,Compra en línea,Monterrey,Rechazada,False,0.0,9.32,False,2021,Apple,Telcel
7698,7699,1901,M,33000,34,183.0,10/01/20,10,Tienda departamental,Guadalajara,Aceptada,False,0.0,5.49,False,2019,Motorola,Movistar
7699,7700,2083,N,80000,34,792.45,10/01/20,10,Compra en línea,Toluca,Rechazada,False,0.0,23.77,False,2015,Apple,Telcel
7700,7701,2124,M,78000,35,634.52,10/01/20,10,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,19.04,False,2017,Apple,Telcel
7701,7702,2170,N,79000,32,346.93,10/01/20,10,Tienda departamental,Guadalajara,Rechazada,False,17.35,10.41,False,2020,Motorola,ATT
7702,7703,2192,F,69000,47,631.75,10/01/20,10,Supermercado,Guadalajara,Aceptada,False,31.59,18.95,False,2021,Samsung,ATT
7703,7704,2279,F,44000,60,686.48,10/01/20,10,Compra en línea,Ciudad de México,Aceptada,False,0.0,20.59,False,2019,Motorola,Movistar
7704,7705,2287,M,34000,43,395.29,10/01/20,10,Unknown,Monterrey,Aceptada,False,0.0,11.86,False,2018,Motorola,Telcel
7705,7706,2320,M,26000,33,388.29,10/01/20,10,Tienda departamental,Monterrey,Aceptada,False,0.0,11.65,False,2016,Motorola,ATT
7706,7707,2342,F,27000,58,639.13,10/01/20,10,Unknown,Ciudad de México,Aceptada,False,0.0,19.17,False,2021,Apple,Telcel
7707,7708,2398,M,35000,64,673.13,10/01/20,10,Abarrotes,Monterrey,Rechazada,False,33.66,20.19,False,2017,Samsung,Movistar
7708,7709,2478,F,46000,53,807.77,10/01/20,10,Compra en línea,Nezahualcóyotl,Rechazada,False,0.0,24.23,False,2020,Samsung,ATT
7709,7710,2484,F,63000,41,774.04,10/01/20,10,Tienda departamental,Ciudad de México,Aceptada,False,0.0,23.22,False,2013,Samsung,Telcel
7710,7711,2597,M,80000,37,330.68,10/01/20,10,Compra en línea,Monterrey,Aceptada,False,0.0,9.92,False,2021,Samsung,Telcel
7712,7713,2902,M,80000,42,450.04,10/01/20,10,Tienda departamental,Guadalajara,Aceptada,False,0.0,13.5,False,2020,Motorola,Movistar
7713,7714,2951,M,54000,34,156.78,10/01/20,10,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,4.7,False,2018,Huawei,Telcel
7714,7715,2973,M,26000,60,1040.49,10/01/20,10,Compra en línea,Guadalajara,Rechazada,True,0.0,31.21,False,2019,Samsung,ATT
7715,7716,3001,F,83000,60,375.91,10/01/20,10,Compra en línea,Guadalajara,Aceptada,False,0.0,11.28,False,2018,Huawei,Telcel
7716,7717,3003,M,97000,48,460.93,10/01/20,10,Compra en línea,Nezahualcóyotl,Aceptada,False,23.05,13.83,False,2021,Huawei,Telcel
7717,7718,3024,F,82000,36,658.89,10/01/20,10,Compra en línea,Toluca,Aceptada,False,0.0,19.77,False,2017,Motorola,ATT
7718,7719,3065,M,52000,46,1.0,10/01/20,10,Unknown,Ciudad de México,Aceptada,False,0.0,0.03,False,2021,Huawei,ATT
7719,7720,3131,M,94000,35,685.57,10/01/20,10,Tienda departamental,Guadalajara,Aceptada,False,0.0,34.28,False,2020,Apple,Movistar
7720,7721,3160,F,49000,44,696.54,10/01/20,10,Tienda departamental,Monterrey,En proceso,False,0.0,20.9,False,2021,Motorola,ATT
7721,7722,3212,F,81000,32,279.63,10/01/20,10,Abarrotes,Guadalajara,Aceptada,True,0.0,13.98,False,2021,Motorola,Movistar
7722,7723,3248,M,60000,39,100.81,10/01/20,10,Abarrotes,Nezahualcóyotl,En proceso,True,0.0,3.02,False,2019,Huawei,ATT
7723,7724,3265,F,88000,61,339.46,10/01/20,10,Farmacia,Cancún,Aceptada,False,0.0,10.18,False,2021,Samsung,Movistar
7724,7725,3380,F,47000,64,800.95,10/01/20,10,Farmacia,Guadalajara,En proceso,True,40.05,24.03,False,2020,Samsung,ATT
7725,7726,3507,M,38000,47,196.99,10/01/20,10,Tienda departamental,Ciudad de México,Aceptada,False,0.0,5.91,False,2021,Huawei,ATT
7726,7727,3570,M,84000,45,589.16,10/01/20,10,Compra en línea,Toluca,Aceptada,False,0.0,17.67,False,2019,Motorola,Movistar
7727,7728,3621,F,84000,58,1.0,10/01/20,10,Tienda departamental,Guadalajara,Aceptada,False,0.0,0.03,False,2016,Motorola,ATT
7728,7729,3731,F,64000,59,452.91,10/01/20,10,Compra en línea,Nezahualcóyotl,Rechazada,False,0.0,13.59,False,2018,Motorola,ATT
7729,7730,3772,F,32000,55,245.92,10/01/20,10,Supermercado,Tijuana,Aceptada,False,12.3,12.3,False,2020,Huawei,Telcel
7730,7731,3942,M,85000,62,1.0,10/01/20,10,Compra en línea,Tijuana,Aceptada,False,0.0,0.03,False,2021,Apple,ATT
7731,7732,34,F,27000,50,643.21,10/01/20,11,Supermercado,Guadalajara,Aceptada,False,0.0,19.3,False,2020,Apple,Telcel
7732,7733,156,F,57000,59,271.6,10/01/20,11,Tienda departamental,Tijuana,Aceptada,False,0.0,19.01,False,2016,Motorola,Movistar
7733,7734,203,M,28000,49,224.98,10/01/20,11,Abarrotes,Guadalajara,Aceptada,False,0.0,6.75,False,2021,Motorola,Telcel
7734,7735,250,M,55000,43,248.97,10/01/20,11,Farmacia,Guadalajara,Aceptada,False,0.0,7.47,False,2019,Motorola,Movistar
7735,7736,485,F,49000,38,879.1,10/01/20,11,Compra en línea,Tijuana,En proceso,False,0.0,26.37,False,2015,Apple,Telcel
7736,7737,537,M,66000,47,233.48,10/01/20,11,Unknown,Guadalajara,Aceptada,False,0.0,7.0,False,2021,Huawei,Telcel
7737,7738,553,M,37000,38,496.79,10/01/20,11,Compra en línea,Tijuana,En proceso,False,0.0,14.9,False,2018,Huawei,ATT
7738,7739,574,F,50000,34,724.38,10/01/20,11,Farmacia,Monterrey,Aceptada,True,0.0,21.73,False,2020,Huawei,ATT
7739,7740,870,F,45000,55,878.08,10/01/20,11,Compra en línea,Monterrey,En proceso,False,0.0,26.34,False,2018,Motorola,Telcel
7740,7741,1000,N,72000,52,727.8,10/01/20,11,Farmacia,Ciudad de México,En proceso,False,36.39,21.83,False,2020,Huawei,Telcel
7741,7742,1135,F,45000,58,1.0,10/01/20,11,Compra en línea,Guadalajara,En proceso,False,0.05,0.03,False,2021,Huawei,Telcel
7742,7743,1212,M,85000,51,561.18,10/01/20,11,Tienda departamental,Monterrey,Aceptada,False,0.0,16.84,False,2019,Samsung,Telcel
7743,7744,1239,F,79000,63,21.34,10/01/20,11,Abarrotes,Nezahualcóyotl,En proceso,False,0.0,0.64,False,2017,Motorola,Movistar
7744,7745,1248,F,60000,58,80.6,10/01/20,11,Tienda departamental,Guadalajara,Aceptada,True,4.03,2.42,False,2020,Apple,ATT
7745,7746,1446,M,36000,61,252.98,10/01/20,11,Abarrotes,Guadalajara,Aceptada,False,12.65,7.59,False,2017,Apple,ATT
7746,7747,1600,F,95000,63,463.78,10/01/20,11,Abarrotes,Cancún,En proceso,False,0.0,23.19,False,2016,Huawei,ATT
7747,7748,1662,M,92000,54,726.31,10/01/20,11,Compra en línea,Guadalajara,Aceptada,False,36.32,21.79,False,2018,Huawei,Telcel
7748,7749,1678,F,45000,59,79.46,10/01/20,11,Farmacia,Monterrey,En proceso,True,0.0,2.38,False,2021,Motorola,Telcel
7749,7750,1742,F,44000,60,1.0,10/01/20,11,Tienda departamental,Guadalajara,Rechazada,False,0.0,0.03,False,2020,Samsung,Telcel
7750,7751,1815,M,39000,40,450.97,10/01/20,11,Farmacia,Cancún,Aceptada,False,0.0,13.53,False,2022,Samsung,ATT
7751,7752,1923,N,78000,63,889.99,10/01/20,11,Tienda departamental,Guadalajara,En proceso,False,44.5,26.7,False,2022,Apple,Movistar
7752,7753,2091,M,38000,61,847.8,10/01/20,11,Abarrotes,Monterrey,Aceptada,False,0.0,25.43,False,2020,Motorola,Telcel
7753,7754,2112,F,85000,38,1011.64,10/01/20,11,Compra en línea,Ciudad de México,Aceptada,False,0.0,30.35,False,2021,Apple,Telcel
7754,7755,2153,F,82000,63,502.83,10/01/20,11,Compra en línea,Nezahualcóyotl,Aceptada,False,25.14,15.08,False,2019,Motorola,Movistar
7755,7756,2158,F,66000,50,561.7,10/01/20,11,Unknown,Nezahualcóyotl,Aceptada,True,0.0,16.85,False,2020,Huawei,Telcel
7756,7757,2233,M,93000,36,292.36,10/01/20,11,Tienda departamental,Monterrey,Aceptada,False,14.62,14.62,False,2016,Motorola,ATT
7757,7758,2267,M,58000,37,816.72,10/01/20,11,Farmacia,Monterrey,Aceptada,False,40.84,24.5,False,2019,Motorola,Telcel
7758,7759,2348,F,87000,50,434.15,10/01/20,11,Supermercado,Guadalajara,Aceptada,False,0.0,13.02,False,2020,Huawei,Movistar
7759,7760,2403,F,85000,55,291.68,10/01/20,11,Farmacia,Guadalajara,Aceptada,False,0.0,8.75,False,2021,Motorola,Telcel
7760,7761,2503,M,70000,44,589.29,10/01/20,11,Tienda departamental,Guadalajara,Aceptada,False,0.0,17.68,False,2014,Huawei,Movistar
7761,7762,2820,M,33000,43,1.0,10/01/20,11,Tienda departamental,Cancún,En proceso,True,0.0,0.03,False,2022,Huawei,Telcel
7762,7763,2869,N,85000,33,280.29,10/01/20,11,Tienda departamental,Toluca,Aceptada,False,0.0,8.41,False,2020,Huawei,ATT
7763,7764,2893,M,50000,43,931.08,10/01/20,11,Supermercado,Tijuana,Rechazada,False,46.55,65.18,False,2019,Apple,ATT
7764,7765,3040,M,82000,39,230.32,10/01/20,11,Farmacia,Nezahualcóyotl,Rechazada,False,0.0,6.91,False,2015,Samsung,Telcel
7765,7766,3084,F,51000,42,304.07,10/01/20,11,Farmacia,Monterrey,Aceptada,False,0.0,15.2,False,2021,Samsung,Telcel
7766,7767,3102,F,90000,40,162.41,10/01/20,11,Compra en línea,Tijuana,En proceso,False,0.0,4.87,False,2021,Huawei,Telcel
7767,7768,3163,N,49000,54,432.06,10/01/20,11,Tienda departamental,Ciudad de México,Aceptada,False,21.6,30.24,False,2015,Huawei,ATT
7768,7769,3215,F,97000,56,606.97,10/01/20,11,Supermercado,Monterrey,En proceso,False,0.0,18.21,False,2015,Motorola,Telcel
7769,7770,3266,M,74000,61,642.05,10/01/20,11,Compra en línea,Guadalajara,En proceso,False,0.0,32.1,False,2018,Samsung,ATT
7770,7771,3276,F,25000,39,420.42,10/01/20,11,Tienda departamental,Monterrey,En proceso,False,0.0,12.61,False,2015,Huawei,Telcel
7771,7772,3508,F,75000,36,752.34,10/01/20,11,Unknown,Monterrey,Aceptada,False,37.62,22.57,False,2019,Apple,ATT
7772,7773,3535,F,92000,42,384.72,10/01/20,11,Compra en línea,Monterrey,En proceso,False,0.0,11.54,False,2020,Apple,Movistar
7773,7774,3615,F,72000,59,383.86,10/01/20,11,Farmacia,Monterrey,Aceptada,False,19.19,11.52,False,2019,Motorola,Telcel
7774,7775,3661,F,82000,35,488.7,10/01/20,11,Compra en línea,Ciudad de México,En proceso,False,0.0,14.66,True,2017,Huawei,Movistar
7775,7776,3690,F,33000,54,58.21,10/01/20,11,Supermercado,Guadalajara,Aceptada,False,0.0,1.75,False,2019,Samsung,Movistar
7776,7777,3719,M,34000,52,248.59,10/01/20,11,Compra en línea,Guadalajara,Rechazada,False,0.0,7.46,False,2017,Motorola,Movistar
7777,7778,3729,M,49000,50,741.07,10/01/20,11,Farmacia,Guadalajara,Aceptada,False,0.0,22.23,False,2020,Motorola,ATT
7778,7779,3791,M,82000,42,933.78,10/01/20,11,Unknown,Ciudad de México,Rechazada,False,0.0,28.01,False,2017,Huawei,Movistar
7779,7780,112,M,42000,64,584.18,10/01/20,12,Abarrotes,Tijuana,Aceptada,False,29.21,17.53,False,2017,Motorola,ATT
7780,7781,173,M,90000,33,496.27,10/01/20,12,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,14.89,True,2016,Samsung,Movistar
